normal_image src,hover_image src,lazy_href,lazy_href href,part_number 2,title,key_details,key_details 2,key_details 3,final-price,ships,text 2,text 3,text 4,key_details 4,key_details 5,key_details 6,key_details 7,key_details 8,key_details 9,key_details 10,key_details 11,key_details 12,morelink,morelink href,ellip
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTM1MHxpbWFnZS9qcGVnfGhkYy9oYzMvMTI1ODUxNjIwNDc1MTguanBnfDU4MWYyNWU2NmUzYWJiOTY1YzljMjM3Y2Q1NzMyNTU3ZjU5MjE2NTYyMmJkMmU4Yzg0NmNlYzA5MDgxNjUyMDI/D4E66C9C-9CC4-4A40-B303-280BA07CD911.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTM1MHxpbWFnZS9qcGVnfGhkYy9oYzMvMTI1ODUxNjIwNDc1MTguanBnfDU4MWYyNWU2NmUzYWJiOTY1YzljMjM3Y2Q1NzMyNTU3ZjU5MjE2NTYyMmJkMmU4Yzg0NmNlYzA5MDgxNjUyMDI/D4E66C9C-9CC4-4A40-B303-280BA07CD911.jpg,Blue Microphones Snowball ICE - microphone,https://www.lenovo.com/us/en/p/accessories-and-software/audio/Audio_Microphones/78012851,78012851,Key Details,WORKS WITH CHROMEBOOK*,"Custom Condenser Capsule: Powered by Blue’s custom condenser capsule, Snowball iCE delivers crystal-clear audio quality that’s light-years ahead of your built-in computer microphone.","Cardioid Pickup Pattern: Snowball iCE’s cardioid pickup pattern is ideal for capturing your voice for Skype, podcasting, gaming, and more.",$49.99,Ships FREE in 1-3 business days,Earn,$1,in Rewards,WORKS WITH CHROMEBOOK*,"Custom Condenser Capsule: Powered by Blue’s custom condenser capsule, Snowball iCE delivers crystal-clear audio quality that’s light-years ahead of your built-in computer microphone.","Cardioid Pickup Pattern: Snowball iCE’s cardioid pickup pattern is ideal for capturing your voice for Skype, podcasting, gaming, and more.","Stylish, Retro Design: The stylish, retro aesthetic is inspired by classic recording equipment and looks great on your desktop and on camera.","Stylish, Retro Design: The stylish, retro aesthetic is inspired by classic recording equipment and looks great on your desktop and on camera.",Adjustab,,Adjustab,,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/audio/Audio_Microphones/78012851,...
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTM0NjJ8aW1hZ2UvanBlZ3xoNjcvaDhkLzEyNTg1MTM4NzE2NzAyLmpwZ3xmOTNjZDVkOTQ3OTJjODA0M2Q5NDNkM2E5MmI0Y2YzMjM5ZTc2NTY2ODg3NTEwMzYxOTkxNDE2ZmVmZGQyNDM0/CFEE3E46-412F-4E01-ABE3-3BFBFBF66E08.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTM0NjJ8aW1hZ2UvanBlZ3xoNjcvaDhkLzEyNTg1MTM4NzE2NzAyLmpwZ3xmOTNjZDVkOTQ3OTJjODA0M2Q5NDNkM2E5MmI0Y2YzMjM5ZTc2NTY2ODg3NTEwMzYxOTkxNDE2ZmVmZGQyNDM0/CFEE3E46-412F-4E01-ABE3-3BFBFBF66E08.jpg,Blue Microphones Radius III - mounting kit,https://www.lenovo.com/us/en/p/accessories-and-software/audio/Audio_Audio-Accessories/78012868,78012868,Key Details,"Radius III is a vintage-style suspension mount designed to isolate Yeti and Yeti Pro USB microphones from noise, shock and ambient vibration. Radius III features a streamlined, lightweight design, perfect for on-camera streaming. Custom designed for the Yeti and Yeti Pro microphones, Radius III is compatible with standard microphone stands and also works with virtually any microphone or mic clip that has a standard thread mount.","Radius III is a vintage-style suspension mount designed to isolate Yeti and Yeti Pro USB microphones from noise, shock and ambient vibration. Radius III features a streamlined, lightweight design, perfect for on-camera streaming. Custom designed for the Yeti and Yeti Pro microphones, Radius III is compatible with standard microphone stands and also works with virtually any microphone or mic clip that has a standard thread mount.",,$49.99,Ships FREE in 1-3 business days,Earn,$1,in Rewards,,,,,,,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTE1NXxpbWFnZS9qcGVnfGhkYS9oYmMvMTI1NDk0NTgyNjQwOTQuanBnfDdmYjlhYzQ5ZTVkY2UwYTlhNTU2YzAyZjI2Yjk4Nzc1MjlkNzhjNjc0NzBhZjI2YjBjODQwYzM5MTM2MDYxODc/D58E52C0-3C46-439D-9B2C-7E3178D1BA1F.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTE1NXxpbWFnZS9qcGVnfGhkYS9oYmMvMTI1NDk0NTgyNjQwOTQuanBnfDdmYjlhYzQ5ZTVkY2UwYTlhNTU2YzAyZjI2Yjk4Nzc1MjlkNzhjNjc0NzBhZjI2YjBjODQwYzM5MTM2MDYxODc/D58E52C0-3C46-439D-9B2C-7E3178D1BA1F.jpg,Blue Microphones Snowball ICE - microphone,https://www.lenovo.com/us/en/p/accessories-and-software/audio/Audio_Microphones/78012848,78012848,Key Details,WORKS WITH CHROMEBOOK*,"Custom Condenser Capsule: Powered by Blue’s custom condenser capsule, Snowball iCE delivers crystal-clear audio quality that’s light-years ahead of your built-in computer microphone.","Cardioid Pickup Pattern: Snowball iCE’s cardioid pickup pattern is ideal for capturing your voice for Skype, podcasting, gaming, and more.",$49.99,Ships FREE in 1-3 business days,Earn,$1,in Rewards,WORKS WITH CHROMEBOOK*,"Custom Condenser Capsule: Powered by Blue’s custom condenser capsule, Snowball iCE delivers crystal-clear audio quality that’s light-years ahead of your built-in computer microphone.","Cardioid Pickup Pattern: Snowball iCE’s cardioid pickup pattern is ideal for capturing your voice for Skype, podcasting, gaming, and more.","Stylish, Retro Design: The stylish, retro aesthetic is inspired by classic recording equipment and looks great on your desktop and on camera.","Stylish, Retro Design: The stylish, retro aesthetic is inspired by classic recording equipment and looks great on your desktop and on camera.",Adjustab,,Adjustab,,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/audio/Audio_Microphones/78012848,...
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTAwMjV8aW1hZ2UvanBlZ3xoMWMvaGI1LzEyNTg1MjExNTkyNzM0LmpwZ3w4OGYwOTFjZjc0MjdlMDllYjgxMWYzZDFlZjIzODI5Nzk2MzhmOWYzNzhjNzBlMTYwOGFkODJmNjVmNTM5MjVj/9ADC97A0-0713-4D5E-95EB-EDDB2038BD79.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTAwMjV8aW1hZ2UvanBlZ3xoMWMvaGI1LzEyNTg1MjExNTkyNzM0LmpwZ3w4OGYwOTFjZjc0MjdlMDllYjgxMWYzZDFlZjIzODI5Nzk2MzhmOWYzNzhjNzBlMTYwOGFkODJmNjVmNTM5MjVj/9ADC97A0-0713-4D5E-95EB-EDDB2038BD79.jpg,ASTRO A10 - headset,https://www.lenovo.com/us/en/p/accessories-and-software/audio/headsets/78012837,78012837,Key Details,"The A10 was designed to withstand serious abuse - featuring lightweight yet rugged construction with premium materials for a pressure-free fit that won’t overheat your head. The ear cushions feature cloth for maximum comfort, backed with synthetic leather for the best acoustic performance.","ASTRO headsets are specifically tuned for gaming. We work closely with developers, pro gamers, and streamers to deliver dialogue, music, and in-game sounds as they were intended to be heard. ASTRO Audio prov",,$59.99,Ships FREE in 1-3 business days,Earn,$1,in Rewards,"The A10 was designed to withstand serious abuse - featuring lightweight yet rugged construction with premium materials for a pressure-free fit that won’t overheat your head. The ear cushions feature cloth for maximum comfort, backed with synthetic leather for the best acoustic performance.","ASTRO headsets are specifically tuned for gaming. We work closely with developers, pro gamers, and streamers to deliver dialogue, music, and in-game sounds as they were intended to be heard. ASTRO Audio prov",,,,,,,,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/audio/headsets/78012837,...
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTMxNzZ8aW1hZ2UvanBlZ3xoYTYvaDQ0LzEyNTg1NDM2OTA1NTAyLmpwZ3w0MzMxYjcyZGM4N2FmYzJkY2FjN2UxZGE1NzEzZDcxNTMxNDcxMDU2NjExN2VjMzdlYTZkYzhkYzI0NTU5MTkx/194697AF-6FE1-4CA5-A13E-6F682443D89E.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTMxNzZ8aW1hZ2UvanBlZ3xoYTYvaDQ0LzEyNTg1NDM2OTA1NTAyLmpwZ3w0MzMxYjcyZGM4N2FmYzJkY2FjN2UxZGE1NzEzZDcxNTMxNDcxMDU2NjExN2VjMzdlYTZkYzhkYzI0NTU5MTkx/194697AF-6FE1-4CA5-A13E-6F682443D89E.jpg,ASTRO A10 - headset,https://www.lenovo.com/us/en/p/accessories-and-software/audio/headsets/78012723,78012723,Key Details,Durable construction,Long-lasting comfort,Flip-to-mute microphone,$59.99,Ships FREE in 1-3 business days,Earn,$1,in Rewards,Durable construction,Long-lasting comfort,Flip-to-mute microphone,,,,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTM2NjJ8aW1hZ2UvanBlZ3xoNjIvaGYzLzEyNTg1NDMyNzc2NzM0LmpwZ3w4ZDY2ZmNiNWU1YmU1YmY0MGQ3ODUxNzA2ODU2Njk0YjNjMGNkZTU0ZDYyNTQwNzFjNTc3MjA4YTg3ZTZjMzAz/FDD0716F-3B82-48BE-8808-9160410D53A2.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTM2NjJ8aW1hZ2UvanBlZ3xoNjIvaGYzLzEyNTg1NDMyNzc2NzM0LmpwZ3w4ZDY2ZmNiNWU1YmU1YmY0MGQ3ODUxNzA2ODU2Njk0YjNjMGNkZTU0ZDYyNTQwNzFjNTc3MjA4YTg3ZTZjMzAz/FDD0716F-3B82-48BE-8808-9160410D53A2.jpg,ASTRO A10 - headset,https://www.lenovo.com/us/en/p/accessories-and-software/audio/headsets/78012724,78012724,Key Details,Works with Sony PlayStation 5,"The A10 was designed to withstand serious abuse - featuring lightweight yet rugged construction with premium materials for a pressure-free fit that won’t overheat your head. The ear cushions feature cloth for maximum comfort, backed with synthetic leather for the best acoustic performance.","ASTRO headsets are specifically tuned for gaming. We work closely with developers, pro gamers, and streamers to deliver dialogue, music, and in-game sounds as they were intende",$59.99,Ships FREE in 1-3 business days,Earn,$1,in Rewards,Works with Sony PlayStation 5,"The A10 was designed to withstand serious abuse - featuring lightweight yet rugged construction with premium materials for a pressure-free fit that won’t overheat your head. The ear cushions feature cloth for maximum comfort, backed with synthetic leather for the best acoustic performance.","ASTRO headsets are specifically tuned for gaming. We work closely with developers, pro gamers, and streamers to deliver dialogue, music, and in-game sounds as they were intende",,,,,,,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/audio/headsets/78012724,...
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTA1MDB8aW1hZ2UvanBlZ3xoM2IvaGY2LzExNjAwNDQ1ODAwNDc4LmpwZ3w1NDJmMWViZWU4YTI1NTY3MGM5NDYyMWRkMjM5NTQ0NmI0ZmExMTcxNTQ2YjhkMmQ5NjUzNGJjYTE4ZDA2ZmUx/88846EFB-86BF-489C-9B37-73B446EDFE15.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTA1MDB8aW1hZ2UvanBlZ3xoM2IvaGY2LzExNjAwNDQ1ODAwNDc4LmpwZ3w1NDJmMWViZWU4YTI1NTY3MGM5NDYyMWRkMjM5NTQ0NmI0ZmExMTcxNTQ2YjhkMmQ5NjUzNGJjYTE4ZDA2ZmUx/88846EFB-86BF-489C-9B37-73B446EDFE15.jpg,SOUNDFORM TRUE WIRELESS        WRLS,https://www.lenovo.com/us/en/p/accessories-and-software/audio/Audio_Earbuds/78015392,78015392,,,,,$59.99,Ships FREE in 1-3 business days,Earn,$1,in Rewards,,,,,,,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NTAyMnxpbWFnZS9qcGVnfGg2Ni9oNTkvMTE3MjUxMjU2ODExODIuanBnfDY1ZGQyZjA1NzlmYTFiNGZlYzdlYmVhMDU1ZTA3YTE5ZjVlZDhlOTA0ZTNiZjYwYTgxNTljNjY4ZjkyZjY4YjU/DD743051-C5CF-4904-9809-D4705D2282B7.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NTAyMnxpbWFnZS9qcGVnfGg2Ni9oNTkvMTE3MjUxMjU2ODExODIuanBnfDY1ZGQyZjA1NzlmYTFiNGZlYzdlYmVhMDU1ZTA3YTE5ZjVlZDhlOTA0ZTNiZjYwYTgxNTljNjY4ZjkyZjY4YjU/DD743051-C5CF-4904-9809-D4705D2282B7.jpg,Audio-Technica ATR 6250X - microphone,https://www.lenovo.com/us/en/p/accessories-and-software/audio/Audio_Microphones/78012614,78012614,Key Details,High-quality stereo pickup in a single mic,Plugs into your camera or audio recorder,Rugged construction with conveniently located on/off switch,$69.00,Ships FREE in 1-3 business days,Earn,$2,in Rewards,High-quality stereo pickup in a single mic,Plugs into your camera or audio recorder,Rugged construction with conveniently located on/off switch,,,,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8ODQwMXxpbWFnZS9qcGVnfGhhMi9oN2YvMTI1ODUxNjQyMTAyMDYuanBnfGQ0YTZkYzU3ZmJkMmI0MjRkNmZhYWI1M2VlZWFkNTE4NzJjYmE1YjQ2NGFiZjdkMjkzYzcyM2Y3N2IzZmU5YWE/EFEE4C20-450D-4296-9DA3-BFC62BBD84B5.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8ODQwMXxpbWFnZS9qcGVnfGhhMi9oN2YvMTI1ODUxNjQyMTAyMDYuanBnfGQ0YTZkYzU3ZmJkMmI0MjRkNmZhYWI1M2VlZWFkNTE4NzJjYmE1YjQ2NGFiZjdkMjkzYzcyM2Y3N2IzZmU5YWE/EFEE4C20-450D-4296-9DA3-BFC62BBD84B5.jpg,Blue Microphones Snowball - microphone,https://www.lenovo.com/us/en/p/accessories-and-software/audio/Audio_Microphones/78012852,78012852,Key Details,WORKS WITH CHROMEBOOK,"This product has been certified by Logitech to meet Google's compatibility standards. Google is neither responsible for the operation of this product nor its compliance with any applicable or other safety requirements. This product is serviced and supported exclusively by Logitech in accordance with the terms and conditions of the product. Please contact Logitech directly for technical support and customer service. Chromebook and the ""Works With Chromebook"" badge are trad",,$69.99,Ships FREE in 1-3 business days,Earn,$2,in Rewards,WORKS WITH CHROMEBOOK,"This product has been certified by Logitech to meet Google's compatibility standards. Google is neither responsible for the operation of this product nor its compliance with any applicable or other safety requirements. This product is serviced and supported exclusively by Logitech in accordance with the terms and conditions of the product. Please contact Logitech directly for technical support and customer service. Chromebook and the ""Works With Chromebook"" badge are trad",,,,,,,,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/audio/Audio_Microphones/78012852,...
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTAwMnxpbWFnZS9qcGVnfGhjYS9oM2IvMTI1NDk0MzM1NTcwMjIuanBnfGYwMjM5NGZlMjA3YzRjZDdiZGM4NDc1NTA5OGY4YjQ3NmQwYmFlYWI2MTU4MmY0MTJhNjY1ZTMzZGY3YzNmM2E/9AC64B10-1C32-4CBD-8C16-4CF989DA5646.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTAwMnxpbWFnZS9qcGVnfGhjYS9oM2IvMTI1NDk0MzM1NTcwMjIuanBnfGYwMjM5NGZlMjA3YzRjZDdiZGM4NDc1NTA5OGY4YjQ3NmQwYmFlYWI2MTU4MmY0MTJhNjY1ZTMzZGY3YzNmM2E/9AC64B10-1C32-4CBD-8C16-4CF989DA5646.jpg,Blue Microphones Snowball - microphone,https://www.lenovo.com/us/en/p/accessories-and-software/audio/Audio_Microphones/78012850,78012850,Key Details,WORKS WITH CHROMEBOOK,"This product has been certified by Logitech to meet Google's compatibility standards. Google is neither responsible for the operation of this product nor its compliance with any applicable or other safety requirements. This product is serviced and supported exclusively by Logitech in accordance with the terms and conditions of the product. Please contact Logitech directly for technical support and customer service. Chromebook and the ""Works With Chromebook"" badge are trad",,$69.99,Ships FREE in 1-3 business days,Earn,$2,in Rewards,WORKS WITH CHROMEBOOK,"This product has been certified by Logitech to meet Google's compatibility standards. Google is neither responsible for the operation of this product nor its compliance with any applicable or other safety requirements. This product is serviced and supported exclusively by Logitech in accordance with the terms and conditions of the product. Please contact Logitech directly for technical support and customer service. Chromebook and the ""Works With Chromebook"" badge are trad",,,,,,,,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/audio/Audio_Microphones/78012850,...
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTAyNzN8aW1hZ2UvanBlZ3xoNGEvaDBiLzEyNTQ5NDU2MzYzNTUwLmpwZ3xkOTA3MTY3NjJkYWM0OWI0ZjMxNjIxMDY2NWI4OTFmNTIwMmI3YTA5NzdjYzNmZGE1ZGQ5NGY5NWNjYWE5N2Q1/C0016F4A-A7B0-43C6-A303-F7517F73D5E9.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTAyNzN8aW1hZ2UvanBlZ3xoNGEvaDBiLzEyNTQ5NDU2MzYzNTUwLmpwZ3xkOTA3MTY3NjJkYWM0OWI0ZjMxNjIxMDY2NWI4OTFmNTIwMmI3YTA5NzdjYzNmZGE1ZGQ5NGY5NWNjYWE5N2Q1/C0016F4A-A7B0-43C6-A303-F7517F73D5E9.jpg,Blue Microphones Snowball - microphone,https://www.lenovo.com/us/en/p/accessories-and-software/audio/Audio_Microphones/78012849,78012849,Key Details,WORKS WITH CHROMEBOOK,"This product has been certified by Logitech to meet Google's compatibility standards. Google is neither responsible for the operation of this product nor its compliance with any applicable or other safety requirements. This product is serviced and supported exclusively by Logitech in accordance with the terms and conditions of the product. Please contact Logitech directly for technical support and customer service. Chromebook and the ""Works With Chromebook"" badge are trad",,$69.99,Ships FREE in 1-3 business days,Earn,$2,in Rewards,WORKS WITH CHROMEBOOK,"This product has been certified by Logitech to meet Google's compatibility standards. Google is neither responsible for the operation of this product nor its compliance with any applicable or other safety requirements. This product is serviced and supported exclusively by Logitech in accordance with the terms and conditions of the product. Please contact Logitech directly for technical support and customer service. Chromebook and the ""Works With Chromebook"" badge are trad",,,,,,,,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/audio/Audio_Microphones/78012849,...
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTc1OHxpbWFnZS9qcGVnfGg0Yy9oZWYvMTE2MDY3NzI3NzY5OTAuanBnfDhjMzg5NDhmM2FhNmJjYzdlZGQ5YzMwMWMzMzYyY2Y2MWI2ZTdkODVjZGFjYjU0YTY5OGM4YzMzNmQ3NWI5MGY/26C698B6-9072-4DE4-BFA3-1BF5F967883A.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTc1OHxpbWFnZS9qcGVnfGg0Yy9oZWYvMTE2MDY3NzI3NzY5OTAuanBnfDhjMzg5NDhmM2FhNmJjYzdlZGQ5YzMwMWMzMzYyY2Y2MWI2ZTdkODVjZGFjYjU0YTY5OGM4YzMzNmQ3NWI5MGY/26C698B6-9072-4DE4-BFA3-1BF5F967883A.jpg,Audio-Technica ATH SR30BT - headphones with mic,https://www.lenovo.com/us/en/p/accessories-and-software/audio/headphones/78011293,78011293,Key Details,Exceptionally pure audio of Sound Reality in a wireless design,Exclusively designed 40 mm drivers for outstanding sound quality,Internal battery provides an astounding 70 hours of continuous use on a full charge,$99.00,Ships FREE in 1-3 business days,Earn,$2,in Rewards,Exceptionally pure audio of Sound Reality in a wireless design,Exclusively designed 40 mm drivers for outstanding sound quality,Internal battery provides an astounding 70 hours of continuous use on a full charge,Housing's dual-layer isolation structure keeps the electric circuitry separate from the acoustic space for optimal phase and transient response,Housing's dual-layer isolation structure keeps the electric circuitry separate from the acoustic space for optimal phase and transient response,Compatible with AAC and SBC codecs,"Lightweight, fold-flat design for easy portability",Compatible with AAC and SBC codecs,"Lightweight, fold-flat design for easy portability",See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/audio/headphones/78011293,...
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NzY5NXxpbWFnZS9qcGVnfGhmOS9oODUvMTE3MjUzMTg3NTAyMzguanBnfGYyYWMxYzRiOTQ3ZDNkYTZkYzYwOTQxZWM1Y2RiNzA1MzgxMGQ2ZDNhM2Y3NjFiNzQxNGRjZGY5NDVlNjdmODY/9DBEB749-FC67-4FA7-B8CC-147A63CB4988.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NzY5NXxpbWFnZS9qcGVnfGhmOS9oODUvMTE3MjUzMTg3NTAyMzguanBnfGYyYWMxYzRiOTQ3ZDNkYTZkYzYwOTQxZWM1Y2RiNzA1MzgxMGQ2ZDNhM2Y3NjFiNzQxNGRjZGY5NDVlNjdmODY/9DBEB749-FC67-4FA7-B8CC-147A63CB4988.jpg,Audio-Technica ATR 2100x-USB Cardioid Dynamic USB/XLR Microphone - microphone,https://www.lenovo.com/us/en/p/accessories-and-software/audio/Audio_Microphones/78012029,78012029,Key Details,Handheld dynamic microphone with USB-C digital output and XLR analog output,"USB output connects to your computer for digital recording, while the XLR output connects with your sound system's conventional microphone input for use in live performance","Smooth, extended frequency response ideally suited for podcasting, home studio recording, field recording, voiceover, and other content creation applications",$99.00,Ships FREE in 1-3 business days,Earn,$2,in Rewards,Handheld dynamic microphone with USB-C digital output and XLR analog output,"USB output connects to your computer for digital recording, while the XLR output connects with your sound system's conventional microphone input for use in live performance","Smooth, extended frequency response ideally suited for podcasting, home studio recording, field recording, voiceover, and other content creation applications",Built-in headphone jack lets you monitor directly from the microphone,Built-in headphone jack lets you monitor directly from the microphone,Dial on the bottom,,Dial on the bottom,,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/audio/Audio_Microphones/78012029,...
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NjY0MnxpbWFnZS9qcGVnfGg5Ni9oNWYvMTE2MDczMTU0NDc4MzguanBnfGYzMjVlZDNkNTIzNjJkOGQzMDc3MWEyNWUzOWYzNDg1ZjUxOWU1YmNmODNjOTQ2YzhiNjI0MzU2NzA5NDhkMjI/DD8C1122-2362-4B5B-9BFC-83EF22015998.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NjY0MnxpbWFnZS9qcGVnfGg5Ni9oNWYvMTE2MDczMTU0NDc4MzguanBnfGYzMjVlZDNkNTIzNjJkOGQzMDc3MWEyNWUzOWYzNDg1ZjUxOWU1YmNmODNjOTQ2YzhiNjI0MzU2NzA5NDhkMjI/DD8C1122-2362-4B5B-9BFC-83EF22015998.jpg,Audio-Technica QuietPoint ATH-ANC100BT - earphones with mic,https://www.lenovo.com/us/en/p/accessories-and-software/audio/headphones/78011559,78011559,Key Details,QuietPoint active noise-canceling technology greatly reduces environmental noise,"Bluetooth wireless technology with in-line mic and controls for convenient handling of calls, music playback and volume adjustment",Convenient pendant-type design,$99.00,Ships FREE in 1-3 business days,Earn,$2,in Rewards,QuietPoint active noise-canceling technology greatly reduces environmental noise,"Bluetooth wireless technology with in-line mic and controls for convenient handling of calls, music playback and volume adjustment",Convenient pendant-type design,Powerful 12 mm drivers provide excellent sound reproduction,Powerful 12 mm drivers provide excellent sound reproduction,Compact housings for greater comfort,0.6 m (2.0') cable provides a wired connection for times when wireless operation is not available or when battery power is low,Compact housings for greater comfort,0.6 m (2.0') cable provides a wired connection for times when wireless operation is not available or when battery power is low,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/audio/headphones/78011559,...
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NTU0M3xpbWFnZS9qcGVnfGhlZi9oMzAvMTI1ODUxNDI0NTIyNTQuanBnfGU5YzFkYTcwN2JhZThmNGJlOThjYmRiOTk4NzVlMjg1YjNlYjllMGE4MWY0Zjk1ZDE4ZGU1YmNmNThjNzY4NWI/57A3F21E-C772-4530-9A03-9F494858DD0F.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NTU0M3xpbWFnZS9qcGVnfGhlZi9oMzAvMTI1ODUxNDI0NTIyNTQuanBnfGU5YzFkYTcwN2JhZThmNGJlOThjYmRiOTk4NzVlMjg1YjNlYjllMGE4MWY0Zjk1ZDE4ZGU1YmNmNThjNzY4NWI/57A3F21E-C772-4530-9A03-9F494858DD0F.jpg,Blue Microphones Compass - mounting kit,https://www.lenovo.com/us/en/p/accessories-and-software/audio/Audio_Audio-Accessories/78012867,78012867,Key Details,Enclosed aluminum construction with internal springs,Hidden channel cable management,"Hand-tightened friction hinges for smooth, quiet operation",$99.99,Ships FREE in 1-3 business days,Earn,$3,in Rewards,Enclosed aluminum construction with internal springs,Hidden channel cable management,"Hand-tightened friction hinges for smooth, quiet operation",Compatible with all standard shockmounts,Compatible with all standard shockmounts,,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NjkxMHxpbWFnZS9qcGVnfGg3Mi9oZjEvMTI1NDkzNTE0NDA0MTQuanBnfGFmYmNkNjgyMWRlMTcxZDM0NGM4NGZlMTIyOTFhOTA5ZDk3MzdiNzBlMzRiMjMwMDFjNDU2YzU1MDg5YmZjZTE/7B276EC6-CF18-4697-9AF6-FF0C06395176.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NjkxMHxpbWFnZS9qcGVnfGg3Mi9oZjEvMTI1NDkzNTE0NDA0MTQuanBnfGFmYmNkNjgyMWRlMTcxZDM0NGM4NGZlMTIyOTFhOTA5ZDk3MzdiNzBlMzRiMjMwMDFjNDU2YzU1MDg5YmZjZTE/7B276EC6-CF18-4697-9AF6-FF0C06395176.jpg,Blue Microphones Yeti - microphone,https://www.lenovo.com/us/en/p/accessories-and-software/audio/Audio_Microphones/78012864,78012864,Key Details,WORKS WITH CHROMEBOOK*,"Custom Three-Capsule Array: Produces clear, powerful, broadcast-quality sound for YouTube, game streaming, podcasting, Skype calls and music.","Four Pickup Patterns: Cardioid, omni, bidirectional, and stereo pickup patterns offer incredible flexibility, allowing you to record in ways that would normally require multiple microphones.",$129.99,Ships FREE in 1-3 business days,Earn Triple Rewards,$11,=,WORKS WITH CHROMEBOOK*,"Custom Three-Capsule Array: Produces clear, powerful, broadcast-quality sound for YouTube, game streaming, podcasting, Skype calls and music.","Four Pickup Patterns: Cardioid, omni, bidirectional, and stereo pickup patterns offer incredible flexibility, allowing you to record in ways that would normally require multiple microphones.","Onboard Audio Controls: Studio controls for headphone volume, pattern selection, instant mute, and microphone gain put you in charge of ever","Onboard Audio Controls: Studio controls for headphone volume, pattern selection, instant mute, and microphone gain put you in charge of ever",,,,,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/audio/Audio_Microphones/78012864,...
