normal_image src,hover_image src,lazy_href,lazy_href href,part_number 2,title,key_details,key_details 2,key_details 3,key_details 4,price,save,percent-box,final-price,ships,text 2,text 3,text 4,bv_main_container href,bv_stars_svg_no_wrap href,bv_text,bv_text 2,key_details 5,key_details 6,key_details 7,key_details 8,key_details 9,key_details 10,key_details 11,key_details 12,ellip,morelink,morelink href,key_details 13,key_details 14,key_details 15
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTA3MzZ8aW1hZ2UvanBlZ3xoY2IvaDEyLzEyMDY0OTg0ODkxNDIyLmpwZ3wyYmZhZmJiMDhhMzFjMGZiZTI3ZmJiN2E0M2FlMDlmZmYyMjVmNTg1MzRlNzU5NWM2ZjI5NWVmZWViY2FkMjNj/980D3E66-4270-4FBD-8CBC-7F72F340164E.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTA3MzZ8aW1hZ2UvanBlZ3xoY2IvaDEyLzEyMDY0OTg0ODkxNDIyLmpwZ3wyYmZhZmJiMDhhMzFjMGZiZTI3ZmJiN2E0M2FlMDlmZmYyMjVmNTg1MzRlNzU5NWM2ZjI5NWVmZWViY2FkMjNj/980D3E66-4270-4FBD-8CBC-7F72F340164E.jpg,Phoozy Capsule - case for tablet / notebook,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/sleeves/78061020,78061020,Key Details,"The Chromium Thermal Barrier is adapted from the NASA technology that protects astronauts, electronics and satellites in the extreme conditions of space.IP66 water-resistance rating protects your tablet from rain, snow, spills and water.The Impactor Core 2.0 delivers military-grade shock protection to absorb impacts and help reduce damages caused by accidentally bumping.Sleek, slim, lightweight design easily slides inside other bags or use the included adjustable, quick-release shoulder strap","The Chromium Thermal Barrier is adapted from the NASA technology that protects astronauts, electronics and satellites in the extreme conditions of space.IP66 water-resistance rating protects your tablet from rain, snow, spills and water.The Impactor Core 2.0 delivers military-grade shock protection to absorb impacts and help reduce damages caused by accidentally bumping.Sleek, slim, lightweight design easily slides inside other bags or use the included adjustable, quick-release shoulder strap",,,,,,$69.99,Ships FREE in 1-3 business days,Earn,$2,in Rewards,,,,,,,,,,,,,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/sleeves/78061020,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTM1NDd8aW1hZ2UvanBlZ3xoMmMvaDc3LzExNzIzNjkxNzIwNzM0LmpwZ3w2ZWYwZDdiYTA4NTFhNjU2YzVmOTgyOTY4YjEzODA4ZWUxYzQ1YWQwNTdmYzcxNTVmODQxZmE4NTIzY2I3ZTgx/B92EDDFA-F4F6-4E9C-8E6E-418F8DF30177.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTM1NDd8aW1hZ2UvanBlZ3xoMmMvaDc3LzExNzIzNjkxNzIwNzM0LmpwZ3w2ZWYwZDdiYTA4NTFhNjU2YzVmOTgyOTY4YjEzODA4ZWUxYzQ1YWQwNTdmYzcxNTVmODQxZmE4NTIzY2I3ZTgx/B92EDDFA-F4F6-4E9C-8E6E-418F8DF30177.jpg,STM Myth - notebook carrying case,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/sleeves/78016830,78016830,Key Details,Fleece-lined laptop section cradles your tech gear,TPU-coated webbing handles with rivets ensure durability,PassPort securely and easily connects your brief to other baggage items,Removable adjustable shoulder strap (with a nonslip pad) provides ideal weight distribution,,,,$79.95,Ships FREE in 1-3 business days,Earn,$2,in Rewards,,,,,Water-repellent C6DWR coating applied to fabric,Reverse coil zippers protect teeth and keep moisture and grunge out,Remarkable CableReady system lets you charge on the go with cords out of sight,Portable power pocket pro,Fleece-lined laptop section cradles your tech gear,TPU-coated webbing handles with rivets ensure durability,PassPort securely and easily connects your brief to other baggage items,Removable adjustable shoulder strap (with a nonslip pad) provides ideal weight distribution,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/sleeves/78016830,Water-repellent C6DWR coating applied to fabric,Reverse coil zippers protect teeth and keep moisture and grunge out,Remarkable CableReady system lets you charge on the go with cords out of sight
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTA2MDZ8aW1hZ2UvanBlZ3xoMGYvaDVhLzExNjAwMDM2OTU0MTQyLmpwZ3xkZTEwNTZhMjliMmQ0ODA1NTZmYWI1MjM4YmQ4OTZlODJhOTNlMWRlY2VlNGM0OTMwNmNmNzU5ODM4ZmFjMjYw/9B19B772-D3F3-4D66-875A-1B3CBBBD65C7.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTA2MDZ8aW1hZ2UvanBlZ3xoMGYvaDVhLzExNjAwMDM2OTU0MTQyLmpwZ3xkZTEwNTZhMjliMmQ0ODA1NTZmYWI1MjM4YmQ4OTZlODJhOTNlMWRlY2VlNGM0OTMwNmNmNzU5ODM4ZmFjMjYw/9B19B772-D3F3-4D66-875A-1B3CBBBD65C7.jpg,ZIP-THRU AIR TRAVELER BACKPAK  CASE,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/backpacks/78000280,78000280,Key Details,"Patentpending split design separates laptop from accessories, to allow clear xray scanning",Quick access mobile phone pouch keeps most standard size phones within reach.,"A comprehensive business workspace with all of the compartments you need to carry files, business cards, keys, storage drives and other on-the-go essentials.",A foam padded laptop compartment helps absorb the shock of regular use and protect your laptop from other objects in your bag.,,,,$89.99,Ships FREE in 1-3 business days,Earn,$2,in Rewards,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/backpacks/78000280,[object Object],4.3,(3),"Patentpending split design separates laptop from accessories, to allow clear xray scanning",Quick access mobile phone pouch keeps most standard size phones within reach.,"A comprehensive business workspace with all of the compartments you need to carry files, business cards, keys, storage drives and other on-the-go essentials.",A foam padded laptop compartment helps absorb the shock of regular use and protect your laptop from other objects in your bag.,Standard compartment space for t,Standard compartment space for t,,,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/backpacks/78000280,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTI1MzF8aW1hZ2UvanBlZ3xoZDkvaDlkLzExNjAwMDQ4MjU5MTAyLmpwZ3w3NTIxZTNmNmIyYTQzZjE5ZGZhNWYxNGU0NmEyZjY2NGExNzJkNGVjNThkYjQ2ZDBhMDU4MWNhN2FlMTA0N2I4/41EF89FA-793D-4551-BC2E-31D6C0C4A561.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTI1MzF8aW1hZ2UvanBlZ3xoZDkvaDlkLzExNjAwMDQ4MjU5MTAyLmpwZ3w3NTIxZTNmNmIyYTQzZjE5ZGZhNWYxNGU0NmEyZjY2NGExNzJkNGVjNThkYjQ2ZDBhMDU4MWNhN2FlMTA0N2I4/41EF89FA-793D-4551-BC2E-31D6C0C4A561.jpg,14 ZIP THRU TRAVELER NB CASE,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/briefcases-toploads/78004562,78004562,Key Details,"Designed to fit laptops up to 15.6""",Designed to fit a range of laptops with screens up to 15.6 in size; including models with an extended battery.,The traditional top loading case allows it's owner to effortlessly access their laptop through the semi-opened compartment at the top of the case without exposing the contents of the bag.,Exterior constructed of Nylon; front panel constructed with 2550D Military Grade Ballistic nylon; textured metal zipper pulls with differentiated,,,,$109.99,Ships FREE in 1-3 business days,Earn,$3,in Rewards,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/briefcases-toploads/78004562,[object Object],4.0,(3),"Designed to fit laptops up to 15.6""",Designed to fit a range of laptops with screens up to 15.6 in size; including models with an extended battery.,The traditional top loading case allows it's owner to effortlessly access their laptop through the semi-opened compartment at the top of the case without exposing the contents of the bag.,Exterior constructed of Nylon; front panel constructed with 2550D Military Grade Ballistic nylon; textured metal zipper pulls with differentiated,,,,,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/briefcases-toploads/78004562,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTIyMTF8aW1hZ2UvanBlZ3xoMWQvaDBiLzExNjA3NDUxNDAyMjcwLmpwZ3xjZTQ3NjhjN2NiZGI0NWQ1YTFjNmVmNzJlODljNjhjN2VmZmY1ZDY2N2UyYTIyY2FjMTJiN2M2ZTc2ZGU3YTI1/8D33AF07-05C8-40B2-8B4C-BBD5DE76B41D.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTIyMTF8aW1hZ2UvanBlZ3xoMWQvaDBiLzExNjA3NDUxNDAyMjcwLmpwZ3xjZTQ3NjhjN2NiZGI0NWQ1YTFjNmVmNzJlODljNjhjN2VmZmY1ZDY2N2UyYTIyY2FjMTJiN2M2ZTc2ZGU3YTI1/8D33AF07-05C8-40B2-8B4C-BBD5DE76B41D.jpg,Belkin notebook sleeve,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/sleeves/78015077,78015077,Key Details,Multi-layer technology includes shear neopro exterior and cushy fleece interior.,Form-fitting sleeve ensures a precise fit,Quick side-loading access with secure zipper closure,Self-retracting handle prevents snags when slipping into your favorite bag,,,,$14.99,Ships FREE in 1-3 business days,Earn,$0.45,in Rewards,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/sleeves/78015077,[object Object],4.9,(15),Woven side webbing protects against wear,"Product Dimensions (l x w x h): 13.6"" x 8.8"" x 1.1"" (fits MacBook Air 11"" small Chromebooks, and other 11"" devices)",1-Year Warranty,,Multi-layer technology includes shear neopro exterior and cushy fleece interior.,Form-fitting sleeve ensures a precise fit,Quick side-loading access with secure zipper closure,Self-retracting handle prevents snags when slipping into your favorite bag,,,,Woven side webbing protects against wear,"Product Dimensions (l x w x h): 13.6"" x 8.8"" x 1.1"" (fits MacBook Air 11"" small Chromebooks, and other 11"" devices)",1-Year Warranty
https://p1-ofp.static.pub/ShareResource/560x450/SSNP/4Z11D05518/4Z11D05518-500x400-01.11e87d8eae31742f.png,https://p3-ofp.static.pub/ShareResource/560x450/SSNP/4Z11D05518/4Z11D05518-500x400-06.8ce429ff3326ecb4.png,Lenovo Case for Lenovo 100e Chromebook Gen 3 / 100w Gen 3,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/speciality-cases/4Z11D05518,4Z11D05518,Key Details,Fits Lenovo 100e Windows Gen 3 and 100e Chromebook Gen 3,Custom-molded for a perfect fit,Full access to keyboard and ports,Convenient snap-on installation,$29.99,save $12.00,40% off,$17.99,Ships FREE in 4-7 business days,Earn,$0.54,in Rewards,,,,,Fits Lenovo 100e Windows Gen 3 and 100e Chromebook Gen 3,Custom-molded for a perfect fit,Full access to keyboard and ports,Convenient snap-on installation,"Extra protection against damage, dents, and scratches","Extra protection against damage, dents, and scratches",Durable and cleanable exterior,Durable and cleanable exterior,,,,Translucent for asset reading and tagging,,Translucent for asset reading and tagging
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTg4N3xpbWFnZS9qcGVnfGg4MC9oNWIvMTE2MDc0NTE1OTg4NzguanBnfGU5YWJkZDFmMTc0ZjY3NjQ4ZGFkNmIyZDFhYzRkNGJkNTJlM2I3MDdlZDgyZTYxNjY1N2Y0NDkxYzc3NWMwZmU/AB86CD0D-80EF-40FC-B168-ED1294633069.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTg4N3xpbWFnZS9qcGVnfGg4MC9oNWIvMTE2MDc0NTE1OTg4NzguanBnfGU5YWJkZDFmMTc0ZjY3NjQ4ZGFkNmIyZDFhYzRkNGJkNTJlM2I3MDdlZDgyZTYxNjY1N2Y0NDkxYzc3NWMwZmU/AB86CD0D-80EF-40FC-B168-ED1294633069.jpg,Belkin - notebook sleeve,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/sleeves/78015074,78015074,Key Details,Multi-layer technology includes shear neopro exterior and cushy fleece interior,Form-fitting sleeve ensures a precise fit,Quick side-loading access with secure zipper closure,Self-retracting handle prevents snags when slipping into your favorite bag,,,,$17.99,Ships FREE in 1-3 business days,Earn,$0.54,in Rewards,,,,,Woven side webbing protects against wear,"Product Dimensions (l x w x h):  14"" x 10.2"" x 1.1"" (Fits most 13"" devices. Choose the 14"" version (B2B075) to comfortably fit your MacBook Air 13"")",1 -Year Warranty,,Multi-layer technology includes shear neopro exterior and cushy fleece interior,Form-fitting sleeve ensures a precise fit,Quick side-loading access with secure zipper closure,Self-retracting handle prevents snags when slipping into your favorite bag,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/sleeves/78015074,Woven side webbing protects against wear,"Product Dimensions (l x w x h):  14"" x 10.2"" x 1.1"" (Fits most 13"" devices. Choose the 14"" version (B2B075) to comfortably fit your MacBook Air 13"")",1 -Year Warranty
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTA1MDF8aW1hZ2UvanBlZ3xoOTYvaDk1LzExNjExOTk1NTcwMjA2LmpwZ3w4ZmJhODlmYzZlZWFiZGFkOWIyOTM2YzcxNmEyNGFhN2MyNzk0ZjQ3OTkyMTlhYThjYTY0MjJiZmRlNmMzZWFm/63172083-25F2-482C-A2D9-13776BCFBDE5.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTA1MDF8aW1hZ2UvanBlZ3xoOTYvaDk1LzExNjExOTk1NTcwMjA2LmpwZ3w4ZmJhODlmYzZlZWFiZGFkOWIyOTM2YzcxNmEyNGFhN2MyNzk0ZjQ3OTkyMTlhYThjYTY0MjJiZmRlNmMzZWFm/63172083-25F2-482C-A2D9-13776BCFBDE5.jpg,VIGIL 11 CHROMEBOOK SLEEVE,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/sleeves/78017347,78017347,,,,,,,,,$17.99,Ships FREE in 1-3 business days,Earn,$0.54,in Rewards,,,,,,,,,,,,,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NzA2M3xpbWFnZS9qcGVnfGg0MC9oZGQvMTE2MDI3MDg3MjU3OTAuanBnfGQ1NGIyOWQ5NjUxN2U5MTMxNDUyNWZjNGRkNDcwMWNlZGI5NzAzMDc1ZGJmY2RiZmVjMDdmYzQ2ODg1NGQwNTk/7AD6AFB0-6B29-4672-9F2F-3E1CB44CA451.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NzA2M3xpbWFnZS9qcGVnfGg0MC9oZGQvMTE2MDI3MDg3MjU3OTAuanBnfGQ1NGIyOWQ5NjUxN2U5MTMxNDUyNWZjNGRkNDcwMWNlZGI5NzAzMDc1ZGJmY2RiZmVjMDdmYzQ2ODg1NGQwNTk/7AD6AFB0-6B29-4672-9F2F-3E1CB44CA451.jpg,VERTICAL SLIPCASE WITH HIDEAWAYCASE,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/sleeves/78011585,78011585,Key Details,Hideaway handles and removable shoulder strap,Front zippered accessory pocket for charger and small items,Durable neoprene shell provides cushioned protection,ID holder simplifies identification,,,,$17.99,Ships FREE in 1-3 business days,Earn,$0.54,in Rewards,,,,,Hideaway handles and removable shoulder strap,Front zippered accessory pocket for charger and small items,Durable neoprene shell provides cushioned protection,ID holder simplifies identification,Sleek and slim design slips easily into a larger bag,Sleek and slim design slips easily into a larger bag,,,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTE4NzF8aW1hZ2UvanBlZ3xoYjQvaDJhLzExNjA4ODE3NTMyOTU4LmpwZ3w2YzkxMDNmMDVhMGRiOWZkMzYwZjIxNzE3NjViNDFkMjk1MjRmOGMxZmVkNzkzYzkyYTU1ZjU5YzFmZmFlZDMy/1479FCB2-E1BC-49BB-BAAA-FBC4E2C83891.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTE4NzF8aW1hZ2UvanBlZ3xoYjQvaDJhLzExNjA4ODE3NTMyOTU4LmpwZ3w2YzkxMDNmMDVhMGRiOWZkMzYwZjIxNzE3NjViNDFkMjk1MjRmOGMxZmVkNzkzYzkyYTU1ZjU5YzFmZmFlZDMy/1479FCB2-E1BC-49BB-BAAA-FBC4E2C83891.jpg,STM Must Stash - case,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/Cases-&-Bags_Organizational-&-Storage-Cases/78011658,78011658,Key Details,All-around zipper,Full bag access,Water repellent C6DWR coating applied to fabric,Comfortably fits inside most STM backpacks,,,,$19.95,Ships FREE in 1-3 business days,Earn,$0.59,in Rewards,,,,,,,,,All-around zipper,Full bag access,Water repellent C6DWR coating applied to fabric,Comfortably fits inside most STM backpacks,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTczMTR8aW1hZ2UvanBlZ3xoOGUvaDAxLzExNjA4NjE1MTI1MDIyLmpwZ3w2ZDBkZmE4ZDYwNjRkZjAwMTNlZDBlZmM0ZjE2YjgwMzJjNTk0NTc2MTlhNjc5MWQyOWRiY2RjOTVjMGM2ZjM1/4734D846-BB84-40DD-A7F1-27CE570DAC48.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTczMTR8aW1hZ2UvanBlZ3xoOGUvaDAxLzExNjA4NjE1MTI1MDIyLmpwZ3w2ZDBkZmE4ZDYwNjRkZjAwMTNlZDBlZmM0ZjE2YjgwMzJjNTk0NTc2MTlhNjc5MWQyOWRiY2RjOTVjMGM2ZjM1/4734D846-BB84-40DD-A7F1-27CE570DAC48.jpg,STM Must Stash - case,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/Cases-&-Bags_Organizational-&-Storage-Cases/78011657,78011657,Key Details,All-around zipper,Full bag access,Water repellent C6DWR coating applied to fabric,Comfortably fits inside most STM backpacks,,,,$19.95,Ships FREE in 1-3 business days,Earn,$0.59,in Rewards,,,,,,,,,All-around zipper,Full bag access,Water repellent C6DWR coating applied to fabric,Comfortably fits inside most STM backpacks,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTc3NHxpbWFnZS9qcGVnfGgxMy9oYjIvMTI2NTg0NTA2Mjg2MzguanBnfGJjMThkZTQ4ODA1NDE0MzYxMTQ3MDAzMDUxNDlhMjQ1YWMxNGY3ZmEzZDAyNjUwNjFlZTAwODQ5NjFhN2ZiNGI/66BD92BF-CC20-48FA-87DE-4DAD5BF4AD52.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTc3NHxpbWFnZS9qcGVnfGgxMy9oYjIvMTI2NTg0NTA2Mjg2MzguanBnfGJjMThkZTQ4ODA1NDE0MzYxMTQ3MDAzMDUxNDlhMjQ1YWMxNGY3ZmEzZDAyNjUwNjFlZTAwODQ5NjFhN2ZiNGI/66BD92BF-CC20-48FA-87DE-4DAD5BF4AD52.jpg,Phoozy Apollo II - pouch for cell phone,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/cases-&-bags_phone-cases/78061016,78061016,,,,,,,,,$24.99,Ships FREE in 1-3 business days,Earn,$0.75,in Rewards,,,,,,,,,,,,,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8Njc1OXxpbWFnZS9qcGVnfGhmYi9oNjIvMTE2MjY4NjYzNzY3MzQuanBnfGYwMzE2ZjAzNzg1NmE0ZmVmZDRjZWZlOWI0ZWE2ZTQ3MjUzZmFjMWJiZTZjODgxMDAyYWE4YzRhNGMyY2M5M2E/263AAA0A-3BFD-4E13-B60C-7C7FB67F0A65.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8Njc1OXxpbWFnZS9qcGVnfGhmYi9oNjIvMTE2MjY4NjYzNzY3MzQuanBnfGYwMzE2ZjAzNzg1NmE0ZmVmZDRjZWZlOWI0ZWE2ZTQ3MjUzZmFjMWJiZTZjODgxMDAyYWE4YzRhNGMyY2M5M2E/263AAA0A-3BFD-4E13-B60C-7C7FB67F0A65.jpg,"Case Logic SureFit Folio for 8"" Tablets - protective case for tablet",https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/sleeves/78017409,78017409,Key Details,"Universal, booklet-style folio adjusts to fit most 8"" tablets",Tablet is held securely in place with flexible silicone loops and stable plastic clips,Micro-adjustable viewing angles optimize tablet position for use in any setting,Unobstructed access to ports and controls,,,,$21.99,Ships FREE in 1-3 business days,Earn,$0.66,in Rewards,,,,,Secure elastic closure,0,,,"Universal, booklet-style folio adjusts to fit most 8"" tablets",Tablet is held securely in place with flexible silicone loops and stable plastic clips,Micro-adjustable viewing angles optimize tablet position for use in any setting,Unobstructed access to ports and controls,,,,Secure elastic closure,0,
https://p3-ofp.static.pub/ShareResource/560x450/SSNP/4X40X59073/4X40X59073-560X450-01.e903a66737305f1a.png,https://p1-ofp.static.pub/ShareResource/560x450/SSNP/4X40X59073/4X40X59073-560X450-02.79b904166985ac30.png,Lenovo 10e Chromebook Tablet Protective Case,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/speciality-cases/4X40X59073,4X40X59073,Key Details,Protective case for the Lenovo 10e Chromebook Tablet,Full access to ports and tablet features,Easy snap-on installation,"Protective, reinforced edges and corner bumpers",$29.99,save $4.00,13% off,$25.99,"Ships FREE by Thu, Oct 14",Earn,$0.78,in Rewards,,,,,Protective case for the Lenovo 10e Chromebook Tablet,Full access to ports and tablet features,Easy snap-on installation,"Protective, reinforced edges and corner bumpers",Durable and cleanable PC and TPU material,Durable and cleanable PC and TPU material,Translucent backside and clear window for asset tagging,Translucent backside and clear window for asset tagging,,,,Limited lifetime warranty,Offered in custom colors (additional lead time),Limited lifetime warranty
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTY1NjV8aW1hZ2UvanBlZ3xoZDkvaDdlLzEyMDY1MTU3NjQ0MzE4LmpwZ3wwYzgxOWU2NjkxOTM4MjYwM2QwOTEyNzFjNzgzMjYxZDgxYjU0ZDg3YTk4MGMwOGZjNWNiMDZkZTQyNmU3N2Ix/600D1E7C-2037-41D5-B9EE-2B0564ED49C2.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTY1NjV8aW1hZ2UvanBlZ3xoZDkvaDdlLzEyMDY1MTU3NjQ0MzE4LmpwZ3wwYzgxOWU2NjkxOTM4MjYwM2QwOTEyNzFjNzgzMjYxZDgxYjU0ZDg3YTk4MGMwOGZjNWNiMDZkZTQyNmU3N2Ix/600D1E7C-2037-41D5-B9EE-2B0564ED49C2.jpg,Phoozy Plus - pouch for cell phone,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/cases-&-bags_phone-cases/78061002,78061002,Key Details,Chromium shell,SpaceTech penetration layer,Impactor core layer,Soft Touch Protective liner,,,,$29.99,Ships FREE in 1-3 business days,Earn,$0.90,in Rewards,,,,,,,,,Chromium shell,SpaceTech penetration layer,Impactor core layer,Soft Touch Protective liner,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTE5NTF8aW1hZ2UvanBlZ3xoOTcvaGNkLzExNjQxODA0NzUwODc4LmpwZ3wyMWZlNjY5OTk0OTI3MTVjZDg3ZmVlNmE5ZDJhODM0NjAwNzg1NjJjN2U0NDRjOTZmZTE4NGE4MjRlOGE3MmQ0/F1F2E55E-2C44-46B0-A470-D4B9B5FEA994.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTE5NTF8aW1hZ2UvanBlZ3xoOTcvaGNkLzExNjQxODA0NzUwODc4LmpwZ3wyMWZlNjY5OTk0OTI3MTVjZDg3ZmVlNmE5ZDJhODM0NjAwNzg1NjJjN2U0NDRjOTZmZTE4NGE4MjRlOGE3MmQ0/F1F2E55E-2C44-46B0-A470-D4B9B5FEA994.jpg,STM Gamechange - notebook carrying case,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/sleeves/78017455,78017455,Key Details,"360-degree padding for laptop protection, with mesh document separator",Front zippered pocket with organization section,PassPort luggage pass-through securely and easily connects your pack to other baggage items,Adjustable/removable shoulder strap,,,,$29.95,Ships FREE in 1-3 business days,Earn,$0.89,in Rewards,,,,,,,,,"360-degree padding for laptop protection, with mesh document separator",Front zippered pocket with organization section,PassPort luggage pass-through securely and easily connects your pack to other baggage items,Adjustable/removable shoulder strap,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTIxNzV8aW1hZ2UvanBlZ3xoZTgvaGQ4LzExNjA4MTA3NTE1OTM0LmpwZ3xkMzIzZWU5YjgzN2E0Y2U5MjQ4MGI5YTkzNTUzZjk3MWMwZmU2ZTM0ZWNmNTQxNzg0OGUyMjdlMTE5ZGMzZWE1/EBD27B62-867F-4420-8FB5-09D7BDA9263E.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTIxNzV8aW1hZ2UvanBlZ3xoZTgvaGQ4LzExNjA4MTA3NTE1OTM0LmpwZ3xkMzIzZWU5YjgzN2E0Y2U5MjQ4MGI5YTkzNTUzZjk3MWMwZmU2ZTM0ZWNmNTQxNzg0OGUyMjdlMTE5ZGMzZWE1/EBD27B62-867F-4420-8FB5-09D7BDA9263E.jpg,QNS311 116 WORK-IN CS,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/messengers/78016846,78016846,,,,,,$44.99,save $13.50,30% off,$31.49,Ships FREE in 1-3 business days,Earn,$0.94,in Rewards,,,,,,,,,,,,,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTIxNDV8aW1hZ2UvanBlZ3xoMDEvaDI2LzExNjcwMjcxOTgzNjQ2LmpwZ3wxOTU4OTdhZWU3OTFkZGM0YzU0Mjg1Yzg1NWQzODY5NWE1MWQ5N2YyMzBkZGRkMWQzMjFkYzEwYTU5MTczYjVl/6163FD49-B2B2-4088-9CFB-D8B39100CC1E.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTIxNDV8aW1hZ2UvanBlZ3xoMDEvaDI2LzExNjcwMjcxOTgzNjQ2LmpwZ3wxOTU4OTdhZWU3OTFkZGM0YzU0Mjg1Yzg1NWQzODY5NWE1MWQ5N2YyMzBkZGRkMWQzMjFkYzEwYTU5MTczYjVl/6163FD49-B2B2-4088-9CFB-D8B39100CC1E.jpg,Gumdrop SlimTech Lenovo 300e Gen2 Intel,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/sleeves/78018725,78018725,,,,,,,,,$29.95,Ships FREE in 1-3 business days,Earn,$0.89,in Rewards,,,,,,,,,,,,,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NzQ1NnxpbWFnZS9qcGVnfGhjOS9oNGIvMTIwNTY0MzI5MzQ5NDIuanBnfDQ1ZDE0MDliYmYzNTY0ZGE1NjZjYTM3MzgzZWNhNDY3YTZjNWI0YTJmM2ZiZWRmMTk4MmE2MDgxMjBiNDQxMWU/A1200F1A-C966-4B09-BB75-867252A37F7D.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NzQ1NnxpbWFnZS9qcGVnfGhjOS9oNGIvMTIwNTY0MzI5MzQ5NDIuanBnfDQ1ZDE0MDliYmYzNTY0ZGE1NjZjYTM3MzgzZWNhNDY3YTZjNWI0YTJmM2ZiZWRmMTk4MmE2MDgxMjBiNDQxMWU/A1200F1A-C966-4B09-BB75-867252A37F7D.jpg,QUANTIC 14 CHROMEBOOK SLEEVE,https://www.lenovo.com/us/en/p/accessories-and-software/cases-and-bags/sleeves/78023648,78023648,,,,,,,,,$29.99,Ships FREE in 1-3 business days,Earn,$0.90,in Rewards,,,,,,,,,,,,,,,,,,
