normal_image src,hover_image src,lazy_href,lazy_href href,part_number 2,key_details,key_details 2,key_details 3,key_details 4,key_details 5,key_details 6,key_details 7,key_details 8,final-price,text 3,key_details 9,key_details 10,key_details 11,key_details 12,key_details 13,key_details 14,key_details 15,key_details 16,ellip,morelink,morelink href,key_details 17,key_details 18,key_details 19
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTE5MHxpbWFnZS9qcGVnfGg1NC9oMGEvMTEwNjIwOTM4NzMxODIuanBnfGFmZGUzNzEzN2IwNWZhMWRhZmJhMDNjM2RiZGRmZDkxYjNiZGJjNGQxMTkyNzg3OGY1ODA4ZmRhOWM0OTI4Yjk/D91BEC56-9DBB-409C-9EF9-D1F1F7922BF0.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjMyNjB8aW1hZ2UvanBlZ3xoOTMvaDkzLzExNjA5NTUzNTM1MDA2LmpwZ3wzOTcyNzcxYTM5NWVhMDg0OTI0YWIxN2EzNmE1YWNmZDk3ZDBmNjEyMTJhY2QxYjZiMThkZWYwYzU5NWU1NWIy/AFAA79E3-2DC4-46D2-AB6A-4A97D8EB737D.jpg,DOOM - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Shooter/78015470,78015470,World within a location,Flexible and supernatural combat system,Reactive environments,Reality meets the unexplainable,Activation Instructions,Notice: Activation key must be used on a valid Steam account. Requires an internet connection.,1. Launch the Steam client software and log into your Steam account.,2. Click the Games Menu and Activate a Product on Steam.,$19.99,$0.60,World within a location,Flexible and supernatural combat system,Reactive environments,Reality meets the unexplainable,Activation Instructions,Notice: Activation key must be used on a valid Steam account. Requires an internet connection.,1. Launch the Steam client software and log into your Steam account.,2. Click the Games Menu and Activate a Product on Steam.,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Shooter/78015470,3. Follow the onscreen instructions to complete the process.,,3. Follow the onscreen instructions to complete the process.
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTczNzl8aW1hZ2UvanBlZ3xoYjgvaDVlLzExNjA5NTUwMTI3MTM0LmpwZ3wxMjczNmQwYjE2MGYyZWIxMmI4OWMyMjk1YWQ4M2M2NjE5MjVhZDQ1NTkwZDBhY2NhZGYzYjQ5YTIxMzQyNjEw/863E7068-695A-4A69-BE68-FC47254ADE1B.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjgzMjR8aW1hZ2UvanBlZ3xoMmYvaDkxLzExNjA5NTUwMzIzNzQyLmpwZ3wzNmQ5OGUwNjdjZjBhMzg2N2JlN2RmMGZlYzY4MTcyMmM4NThhN2Q4MmViOTAwOTA3MGFjNTg0NzM4YjZmYjBj/FA6078E3-099D-404B-A949-3C6B4285A3BF.jpg,Fallout 4 - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78015472,78015472,Freedom and liberty,Collect and build,S.P.E.C.I.A.L. character system,Super Deluxe Pixels,Violence and V.A.T.S.,Activation Instructions,Notice: Activation key must be used on a valid Steam account. Requires an internet connection.,1. Launch the Steam client software and log into your Steam account.,$19.99,$0.60,Freedom and liberty,Collect and build,S.P.E.C.I.A.L. character system,Super Deluxe Pixels,Violence and V.A.T.S.,Activation Instructions,Notice: Activation key must be used on a valid Steam account. Requires an internet connection.,1. Launch the Steam client software and log into your Steam account.,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78015472,2. Click the Games Menu and Activate a Product on Steam.,3. Follow the onscreen instructions to complete the process.,2. Click the Games Menu and Activate a Product on Steam.
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjQzMjR8aW1hZ2UvanBlZ3xoNDkvaGRkLzExMDYyNDUxMDc3MTUwLmpwZ3xjOGVmOTJjODgyYmRlMTE3ZGEyNTkzMTM4NzFjMDQ5MjJmNGZhMjdhZmNjNWQzYTE2MWRjMjJlMDNiZDk2YTI3/BDEA7F76-F71B-4163-B1A0-6D251EA56352.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjQzMjR8aW1hZ2UvanBlZ3xoOTEvaGFiLzExNjA5NTM0MjY3NDIyLmpwZ3wwNjAwNDNjMzExMDJjODRjNDQ2ODQ5YzlkZjQ5YWI4N2RjM2U2Yjk4MzBlNDdjNWMyNjA3MWM0ZDViZjVmNGI3/BDEA7F76-F71B-4163-B1A0-6D251EA56352.jpg,Fallout Classic Collection - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78015476,78015476,You will emerge,A new American dream,The power of the atom,The nuclear storm approaches,Activation Instructions,Notice: Activation key must be used on a valid Steam account. Requires an internet connection.,1. Launch the Steam client software and log into your Steam account.,2. Click the Games Menu and Activate a Product on Steam.,$19.99,$0.60,You will emerge,A new American dream,The power of the atom,The nuclear storm approaches,Activation Instructions,Notice: Activation key must be used on a valid Steam account. Requires an internet connection.,1. Launch the Steam client software and log into your Steam account.,2. Click the Games Menu and Activate a Product on Steam.,,,,3. Follow the onscreen instructions to complete the process.,,3. Follow the onscreen instructions to complete the process.
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjczMjd8aW1hZ2UvanBlZ3xoMzYvaGIwLzExNjA1OTQwNTM1MzI2LmpwZ3xhY2U3ZTFiMWY3NDUxYzgzODhiMDY1NDgyZDU1NjFhYWFhNjMyYzRkMGU2NTFlOTkzYzkzYTlhNzVjZDU1NWRi/9F1E16C0-C2AD-4D3F-84E8-E8A253FB6F98.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjUzNjZ8aW1hZ2UvanBlZ3xoYjEvaDNmLzExNjA1OTQwNzMxOTM0LmpwZ3w5MWVmYmI1MjdkYjFmOTNlM2Q1YzA0NWVmNjdlZjRiNGUxMDgwNTk1NzZhNTY4OThlY2Q3ZTZmMDU5NWQ1NGJh/09E580A6-C2BE-4F56-8424-AF9197B387B6.jpg,The Elder Scrolls V: Skyrim - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78015573,78015573,Epic fantasy reborn,"Live another life, in another world",All new graphics and gameplay engine,You are what you play,Dragons return,Activation Instructions,Notice: Activation key must be used on a valid Steam account. Requires an internet connection.,1. Launch the Steam client software and log into your Steam account.,$19.99,$0.60,Epic fantasy reborn,"Live another life, in another world",All new graphics and gameplay engine,You are what you play,Dragons return,Activation Instructions,Notice: Activation key must be used on a valid Steam account. Requires an internet connection.,1. Launch the Steam client software and log into your Steam account.,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78015573,2. Click the Games Menu and Activate a Product on Steam.,3. Follow the onscreen instructions to complete the process.,2. Click the Games Menu and Activate a Product on Steam.
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8Mjc0OTl8aW1hZ2UvanBlZ3xoNjQvaDkyLzExNjA1ODU5OTI2MDQ2LmpwZ3xhNTgwMTg3NGQxZDk2ZGM5OWFlODQ2MDg3NTNiYmZhZGNkMTc4ZTdlZDI3NTc4ZmE0MDYyNWMwOTViM2M4Nzhi/6276B2F0-21BE-4CF7-B71A-B78CCC06AA22.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8Mjc0OTl8aW1hZ2UvanBlZ3xoNjQvaDkyLzExNjA1ODU5OTI2MDQ2LmpwZ3xhNTgwMTg3NGQxZDk2ZGM5OWFlODQ2MDg3NTNiYmZhZGNkMTc4ZTdlZDI3NTc4ZmE0MDYyNWMwOTViM2M4Nzhi/6276B2F0-21BE-4CF7-B71A-B78CCC06AA22.jpg,Rogue Heroes Ruins of Tasos - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78016965,78016965,4-play rogue-lite adventure,Tackle procedural dungeons,Classic weapons,Rebuild your town for upgrades,Multiple classes,Activation Instructions,NOTICE: Activation key must be used on a valid Steam account. Requires an Internet connection.,,$19.99,$0.60,4-play rogue-lite adventure,Tackle procedural dungeons,Classic weapons,Rebuild your town for upgrades,Multiple classes,Activation Instructions,NOTICE: Activation key must be used on a valid Steam account. Requires an Internet connection.,,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTc5NTl8aW1hZ2UvanBlZ3xoMDcvaDdjLzExNjA5NjAxMTE0MTQyLmpwZ3w4NzBiMmJhZmYxMzExMTAzYjM5MmQ3ZGU2MTk3NWE3MWI0NmM0ZDU4OTU2Y2NlZWExN2E1YWEzMmE2ODhlZjgx/99387485-CC54-4D35-9FF3-DF7CA2A988A7.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTc1OTZ8aW1hZ2UvanBlZ3xoMTEvaDk0LzExNjA5NjAxMzEwNzUwLmpwZ3w2MTkzYWY0OGEwNTJkMTNmY2NlODM1NDE5NmU2ZDQxZDJjZDFkZGY5MzA1MjFmMmNlMzgyYTBmZjQzYTUxM2Ri/41AFC7FF-96E9-49A4-A54B-6286E2F3FD4C.jpg,BioShock 2 Remastered - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Shooter/78015452,78015452,Evolution of the genetically enhanced shooter,You are the Big Daddy,Enter the Protector Trials,Genetically enhanced multiplayer,Experience Rapture's civil war,See Rapture before the fall,Activation Instructions,"Notice: Activation key must be used on a valid Steam account, requires internet connection.",$19.99,$0.60,Evolution of the genetically enhanced shooter,You are the Big Daddy,Enter the Protector Trials,Genetically enhanced multiplayer,Experience Rapture's civil war,See Rapture before the fall,Activation Instructions,"Notice: Activation key must be used on a valid Steam account, requires internet connection.",...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Shooter/78015452,1. Launch the Steam client software and log into your Steam account.,2. Click the Games Menu and Activate a Product on Steam.,1. Launch the Steam client software and log into your Steam account.
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTUxOTd8aW1hZ2UvanBlZ3xoNGUvaDk5LzExNjA5NzY4NjI0MTU4LmpwZ3w1N2ZhMTlmN2ZlNmM1OTZhYmVjOWI0N2JkMTAwMjM3NjkwNzIzNTcxNzJlOGUwZTZmYWMzMGZjMzEwZWZkY2E0/726C17C1-5871-406E-B55D-6D6143BD40A4.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTUxOTd8aW1hZ2UvanBlZ3xoNGUvaDk5LzExNjA5NzY4NjI0MTU4LmpwZ3w1N2ZhMTlmN2ZlNmM1OTZhYmVjOWI0N2JkMTAwMjM3NjkwNzIzNTcxNzJlOGUwZTZmYWMzMGZjMzEwZWZkY2E0/726C17C1-5871-406E-B55D-6D6143BD40A4.jpg,Batman Arkham VR - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Virtual-Reality/78015428,78015428,Experience Gotham City through the eyes of the World's Greatest Detective in an all new Arkham mystery,Think like Batman: utilize his legendary gadgets in Virtual Reality to unravel a plot that threatens the lives of Batman's closest allies,Activation Instructions,Notice: Activation key must be used on a valid Steam account. Requires an internet connection.,1. Launch the Steam client software and log into your Steam account.,2. Click the Games Menu and Activate a Product on Steam.,3. Foll,,$19.99,$0.60,Experience Gotham City through the eyes of the World's Greatest Detective in an all new Arkham mystery,Think like Batman: utilize his legendary gadgets in Virtual Reality to unravel a plot that threatens the lives of Batman's closest allies,Activation Instructions,Notice: Activation key must be used on a valid Steam account. Requires an internet connection.,1. Launch the Steam client software and log into your Steam account.,2. Click the Games Menu and Activate a Product on Steam.,3. Foll,,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Virtual-Reality/78015428,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjUyMjh8aW1hZ2UvanBlZ3xoMjcvaDA4LzEyNjI3NjU1MzkzMzEwLmpwZ3wxMDMwMzViYjJjZDUzNzJkMTQ1ODBhODUxYmVkZmM5YWI3NTYyZDM1MDAzZjA2YWQzMGUzY2E0MDg4MWY0MjBj/D7E7E56C-D654-43A6-A9D6-A8F6CF5822B6.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjUyMjh8aW1hZ2UvanBlZ3xoMjcvaDA4LzEyNjI3NjU1MzkzMzEwLmpwZ3wxMDMwMzViYjJjZDUzNzJkMTQ1ODBhODUxYmVkZmM5YWI3NTYyZDM1MDAzZjA2YWQzMGUzY2E0MDg4MWY0MjBj/D7E7E56C-D654-43A6-A9D6-A8F6CF5822B6.jpg,Kitaria Fables - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78071660,78071660,A peaceful land where nature lives in harmony - until now,Wield melee weapons and bows and forge new spells,You'll need much more than brute strength and magic to survive the coming darkness,Kitaria Fables is full of friendly (and not so friendly!) citizens,Kitaria Fables features a local co-op mode with Steam remote-play supported,Activation Instructions,NOTICE: Activation key must be used on a valid Steam account. Requires an Internet connection.,,$19.99,$0.60,A peaceful land where nature lives in harmony - until now,Wield melee weapons and bows and forge new spells,You'll need much more than brute strength and magic to survive the coming darkness,Kitaria Fables is full of friendly (and not so friendly!) citizens,Kitaria Fables features a local co-op mode with Steam remote-play supported,Activation Instructions,NOTICE: Activation key must be used on a valid Steam account. Requires an Internet connection.,,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78071660,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjEwNDJ8aW1hZ2UvanBlZ3xoNWUvaDE1LzEyMzc0MTAzMzU5NTE4LmpwZ3wzMTU2YWRjYWE3ZGJkMmY2ZDlkNzBhNWU5Yzc3MTUzMDQyODQzMzk4Mjc4YjM3YjczYmIyNTI0MjJiNTk3NTQw/E9B19732-7999-4A78-BEAD-2B67705D7CA8.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjEwNDJ8aW1hZ2UvanBlZ3xoNWUvaDE1LzEyMzc0MTAzMzU5NTE4LmpwZ3wzMTU2YWRjYWE3ZGJkMmY2ZDlkNzBhNWU5Yzc3MTUzMDQyODQzMzk4Mjc4YjM3YjczYmIyNTI0MjJiNTk3NTQw/E9B19732-7999-4A78-BEAD-2B67705D7CA8.jpg,"For The King - Mac, Windows, Linux",https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78041512,78041512,Dungeon Crawl adventure,Frost adventure,Gold Rush Un-Cooperative mode,Hildebrants Cellar adventure,Into The Deep adventure,Activation Instructions,NOTICE: Activation key must be used on a valid Steam account. Requires an Internet connection.,,$19.99,$0.60,Dungeon Crawl adventure,Frost adventure,Gold Rush Un-Cooperative mode,Hildebrants Cellar adventure,Into The Deep adventure,Activation Instructions,NOTICE: Activation key must be used on a valid Steam account. Requires an Internet connection.,,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTA2N3xpbWFnZS9qcGVnfGg1OS9oMzAvMTE2MDU5NDU1MTYwNjIuanBnfDczMzZlYTBiN2UwNGEwNzQ0ODM3MjJjZmQ2M2QzNjEwMDE2NjU1ZmQ5MTFjMGFkNDlhY2MzNzcyOWE0Mjg0OGE/ACA7A54A-AD9F-4EB7-921C-1951330CC153.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjU1MzF8aW1hZ2UvanBlZ3xoYmYvaGRmLzExNjA1OTQ1NzEyNjcwLmpwZ3xiZDA2ZDg4YTkxNzFhYmQ3OWMyOGVjOTg5NDY3YTlkNjE5MmE1ODg4MTlmMDY1ODM0ZDkxOWRkNGQ0MjhiNDdh/F7ABD322-7530-4773-9B34-AA7723621D19.jpg,Wolfenstein Cyberpilot - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Action/78015579,78015579,Activation Instructions,Notice: Activation key must be used on a valid Steam account. Requires internet connection.,1. Launch the Steam client software and log into your Steam account.,2. Click the Games Menu and Activate a Product on Steam.,3. Follow the onscreen instructions to complete the process.,,,,$19.99,$0.60,Activation Instructions,Notice: Activation key must be used on a valid Steam account. Requires internet connection.,1. Launch the Steam client software and log into your Steam account.,2. Click the Games Menu and Activate a Product on Steam.,3. Follow the onscreen instructions to complete the process.,,,,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjE1MjR8aW1hZ2UvanBlZ3xoMTEvaDZiLzExMDYyNTIyODM5MDcwLmpwZ3w1OWJjOGNkZDM0M2Q3NjBiZWJjYTRlZWIzMTQ3OWEyOWNiMmRhNTYxMzU4MjI5N2FkOTExZDk3MDIzZDFkYTky/EEADE87F-D083-4FDA-A12D-5EDB518CA6C1.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjAzMDF8aW1hZ2UvanBlZ3xoN2IvaDVkLzExNjA2MTM3MzcyNzAyLmpwZ3w0NTI5M2ZhMDNkMTliZTFkNjY0MzAwMTJmYWViZjUxYjc3OGFhOGVkZmQyNjk5MDAwODU3YmE0ZTg0YTJlNDI2/53E62483-7A5E-4544-8414-DD4BE9EFFDB0.jpg,"Pathfinder Kingmake Explorer Edition - Mac, Windows, Linux",https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78015584,78015584,The first computer role-playing game set in the Pathfinder universe,"Up to 11 diverse companions, with individual stories to tell and relationships to build","7 core races and 14 different classes, each with up to 3 different archetypes, with the option to customize characters adjusted to your playstyle",Gameplay and atmosphere inspired by unforgettable classics like Baldur's Gate,"Kingdom development, including the ability to shape the world with decisions made either as a wise and righteous ki",,,,$19.99,$0.60,The first computer role-playing game set in the Pathfinder universe,"Up to 11 diverse companions, with individual stories to tell and relationships to build","7 core races and 14 different classes, each with up to 3 different archetypes, with the option to customize characters adjusted to your playstyle",Gameplay and atmosphere inspired by unforgettable classics like Baldur's Gate,"Kingdom development, including the ability to shape the world with decisions made either as a wise and righteous ki",,,,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78015584,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjE0MjN8aW1hZ2UvanBlZ3xoYWEvaGUyLzExNjQ4MzE1NDI0Nzk4LmpwZ3xhMmUxZDQ4YTZkYTE0YzAyNWYxMDdiNWM1YWI4YTdjMDY3M2I2MzBmM2RmYzY3OTBiMjZhZmMwZjJlMTE4MjQ3/F9C476EE-4FD7-4181-A343-E7FFA80248E2.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjE0MjN8aW1hZ2UvanBlZ3xoYWEvaGUyLzExNjQ4MzE1NDI0Nzk4LmpwZ3xhMmUxZDQ4YTZkYTE0YzAyNWYxMDdiNWM1YWI4YTdjMDY3M2I2MzBmM2RmYzY3OTBiMjZhZmMwZjJlMTE4MjQ3/F9C476EE-4FD7-4181-A343-E7FFA80248E2.jpg,Portal Knights - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78017012,78017012,Travel between randomly generated 3D sandbox worlds,Tactical action combat,RPG character classes to choose from and master,Mine and gather resources from across the lands to craft your arsenal and supplies,Build your home with dozens of materials and furnishings,Epic boss battles,Join your friends in 4-person cooperative multiplayer,Activation Instructions,$19.99,$0.60,Travel between randomly generated 3D sandbox worlds,Tactical action combat,RPG character classes to choose from and master,Mine and gather resources from across the lands to craft your arsenal and supplies,Build your home with dozens of materials and furnishings,Epic boss battles,Join your friends in 4-person cooperative multiplayer,Activation Instructions,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78017012,"NOTICE: Activation key must be used on a valid Steam account, requires an Internet connection.",,"NOTICE: Activation key must be used on a valid Steam account, requires an Internet connection."
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTk1MzZ8aW1hZ2UvanBlZ3xoZjgvaDc4LzExNjA5NTI2MDA5ODg2LmpwZ3wwOGNmOTI3YzhjMTBkZDZjOGNkMDAzZTJjYmE5MGY0NTJjNjY2ZGVkZTQzNmQzZmFhZDI5NjM0MmRiOTRmM2Ux/34CEC653-1704-400B-A23D-DF906E409012.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTg1MTR8aW1hZ2UvanBlZ3xoMWEvaGJiLzExNjA5NTI2MjA2NDk0LmpwZ3xkNWIwZTRiZDBkMDNhNzU2ZTdiMjBkYjRhOWZiMDRkMGUzMWFmN2I4NDVhYzMwNzhmM2Q0N2E4MzZiOWQzMWI3/D14C0778-C1DC-4D8D-9BE7-AB5067655AA4.jpg,Dead Island Definitive Edition - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Shooter/78015479,78015479,Fully remastered,Adrenaline-fueled combat,Seamless coop multiplayer,Discover the Island,Experience the atmosphere,Activation Instructions,Notice: Activation key must be used on a valid Steam account. Requires internet connection.,1. Launch the Steam client software and log into your Steam account.,$19.99,$0.60,Fully remastered,Adrenaline-fueled combat,Seamless coop multiplayer,Discover the Island,Experience the atmosphere,Activation Instructions,Notice: Activation key must be used on a valid Steam account. Requires internet connection.,1. Launch the Steam client software and log into your Steam account.,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Shooter/78015479,2. Click the Games Menu and Activate a Product on Steam.,3. Follow the onscreen instructions to complete the process.,2. Click the Games Menu and Activate a Product on Steam.
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTc2MzF8aW1hZ2UvanBlZ3xoZDYvaGY1LzExNjA5NjA2NjE5MTY2LmpwZ3w2ZTRlZGJlODE5YzA0Y2VkMDhiZmU3MzAzOTNmMWQ0YjA3OWY5MmMxYTRmNzY0NzlmZDRkNTMzY2E0YzlmYjMx/F4D63839-120D-443A-8B90-2F19E354DD9D.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTU4NTd8aW1hZ2UvanBlZ3xoZWUvaDA1LzExNjA5NjA2ODE1Nzc0LmpwZ3w0M2U3YTc4OWQwYzRkNmU1MDQ1N2Q1OTAzMzc1YjQ1MzJjNzc5OWViYmI1ZWUwZDc3YmEyOWE2NjEyMmViYjVl/0D2CDD53-BBDC-45C4-8A65-CEEC81FF16E7.jpg,Borderlands 2 - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78015449,78015449,"Four all new playable classes including the Siren, the Commando, the Gunzerker and the Assassin",Share your adventures with friends both online and via LAN through a seamless system enabling you to drop in and drop out of a campaign without ever having to restart the game,"Left for dead in the frozen tundra of Pandora, begin your quest of revenge and redemption as the story drives you closer to the Hyperion Corporation and its evil founder, Handsome Jack",Millions upon millions of possible weap,,,,,$19.99,$0.60,"Four all new playable classes including the Siren, the Commando, the Gunzerker and the Assassin",Share your adventures with friends both online and via LAN through a seamless system enabling you to drop in and drop out of a campaign without ever having to restart the game,"Left for dead in the frozen tundra of Pandora, begin your quest of revenge and redemption as the story drives you closer to the Hyperion Corporation and its evil founder, Handsome Jack",Millions upon millions of possible weap,,,,,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78015449,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTA2N3xpbWFnZS9qcGVnfGg1OS9oMzAvMTE2MDU5NDU1MTYwNjIuanBnfDczMzZlYTBiN2UwNGEwNzQ0ODM3MjJjZmQ2M2QzNjEwMDE2NjU1ZmQ5MTFjMGFkNDlhY2MzNzcyOWE0Mjg0OGE/ACA7A54A-AD9F-4EB7-921C-1951330CC153.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjU1MzF8aW1hZ2UvanBlZ3xoYmYvaGRmLzExNjA1OTQ1NzEyNjcwLmpwZ3xiZDA2ZDg4YTkxNzFhYmQ3OWMyOGVjOTg5NDY3YTlkNjE5MmE1ODg4MTlmMDY1ODM0ZDkxOWRkNGQ0MjhiNDdh/F7ABD322-7530-4773-9B34-AA7723621D19.jpg,Wolfenstein Cyberpilot - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Action/78015579,78015579,Activation Instructions,Notice: Activation key must be used on a valid Steam account. Requires internet connection.,1. Launch the Steam client software and log into your Steam account.,2. Click the Games Menu and Activate a Product on Steam.,3. Follow the onscreen instructions to complete the process.,,,,$19.99,$0.60,Activation Instructions,Notice: Activation key must be used on a valid Steam account. Requires internet connection.,1. Launch the Steam client software and log into your Steam account.,2. Click the Games Menu and Activate a Product on Steam.,3. Follow the onscreen instructions to complete the process.,,,,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjE1MjR8aW1hZ2UvanBlZ3xoMTEvaDZiLzExMDYyNTIyODM5MDcwLmpwZ3w1OWJjOGNkZDM0M2Q3NjBiZWJjYTRlZWIzMTQ3OWEyOWNiMmRhNTYxMzU4MjI5N2FkOTExZDk3MDIzZDFkYTky/EEADE87F-D083-4FDA-A12D-5EDB518CA6C1.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjAzMDF8aW1hZ2UvanBlZ3xoN2IvaDVkLzExNjA2MTM3MzcyNzAyLmpwZ3w0NTI5M2ZhMDNkMTliZTFkNjY0MzAwMTJmYWViZjUxYjc3OGFhOGVkZmQyNjk5MDAwODU3YmE0ZTg0YTJlNDI2/53E62483-7A5E-4544-8414-DD4BE9EFFDB0.jpg,"Pathfinder Kingmake Explorer Edition - Mac, Windows, Linux",https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78015584,78015584,The first computer role-playing game set in the Pathfinder universe,"Up to 11 diverse companions, with individual stories to tell and relationships to build","7 core races and 14 different classes, each with up to 3 different archetypes, with the option to customize characters adjusted to your playstyle",Gameplay and atmosphere inspired by unforgettable classics like Baldur's Gate,"Kingdom development, including the ability to shape the world with decisions made either as a wise and righteous ki",,,,$19.99,$0.60,The first computer role-playing game set in the Pathfinder universe,"Up to 11 diverse companions, with individual stories to tell and relationships to build","7 core races and 14 different classes, each with up to 3 different archetypes, with the option to customize characters adjusted to your playstyle",Gameplay and atmosphere inspired by unforgettable classics like Baldur's Gate,"Kingdom development, including the ability to shape the world with decisions made either as a wise and righteous ki",,,,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78015584,,,
